chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
IV,315397,320404,-0.0747,0.950,-0.0476,0.968,-0.0059,0.996,-0.0248,0.983
IV,320404,325410,-0.1947,0.874,-0.1396,0.908,-0.2704,0.829,-0.0236,0.984
IV,325410,330416,0.0224,1.016,-0.0711,0.952,0.0719,1.051,-0.0713,0.952
IV,330416,335423,-0.0810,0.945,-0.1813,0.882,-0.0468,0.968,0.0000,1.000
IV,335423,340429,-0.0315,0.978,-0.0684,0.954,0.0627,1.044,-0.0361,0.975
IV,340429,345435,0.0800,1.057,0.0478,1.034,0.0832,1.059,-0.0263,0.982
IV,345435,350442,-0.3554,0.782,-0.2816,0.823,-0.1700,0.889,0.0600,1.042
IV,350442,355448,0.0295,1.021,-0.0077,0.995,-0.0020,0.999,-0.0184,0.987
IV,355448,360454,-0.0205,0.986,-0.0472,0.968,-0.0044,0.997,0.0640,1.045
IV,360454,365461,-0.0544,0.963,-0.1528,0.900,-0.0394,0.973,-0.0465,0.968
IV,365461,370467,-0.1157,0.923,-0.1141,0.924,-0.0106,0.993,-0.0276,0.981
IV,370467,375473,-0.0505,0.966,-0.0697,0.953,0.0023,1.002,-0.0189,0.987
IV,375473,380480,-0.2971,0.814,-0.2104,0.864,-0.1830,0.881,0.0541,1.038
IV,380480,385486,0.2544,1.193,0.1602,1.117,0.3212,1.249,0.0865,1.062
IV,385486,390492,-0.2747,0.827,-0.2215,0.858,-0.2030,0.869,0.0528,1.037
IV,390492,395499,-0.0868,0.942,-0.0975,0.935,-0.0749,0.949,-0.0501,0.966
IV,395499,400505,-0.1949,0.874,-0.1873,0.878,-0.1455,0.904,0.0880,1.063
IV,400505,405511,-0.2209,0.858,-0.1223,0.919,-0.1461,0.904,-0.0272,0.981
IV,405511,410517,0.1666,1.122,0.1008,1.072,0.1073,1.077,0.0518,1.037
IV,410517,415524,-0.1514,0.900,-0.1941,0.874,-0.1741,0.886,-0.0020,0.999
IV,415524,420530,0.0631,1.045,0.0534,1.038,0.1071,1.077,0.0368,1.026
IV,420530,425536,0.0367,1.026,-0.0384,0.974,-0.0020,0.999,0.0173,1.012
IV,425536,430543,-0.0129,0.991,-0.0607,0.959,0.0132,1.009,-0.0163,0.989
IV,430543,435549,-0.0011,0.999,-0.0326,0.978,-0.0991,0.934,-0.0047,0.997
IV,435549,440555,0.1070,1.077,0.0250,1.017,0.0388,1.027,-0.0194,0.987
IV,440555,445562,-0.0651,0.956,-0.1112,0.926,-0.1341,0.911,-0.0492,0.966
IV,445562,450568,0.0325,1.023,-0.0448,0.969,-0.0173,0.988,-0.0139,0.990
IV,450568,455574,-0.1645,0.892,-0.1103,0.926,-0.1102,0.926,0.0159,1.011
IV,455574,460581,0.0097,1.007,-0.0183,0.987,0.0586,1.041,0.0483,1.034
IV,460581,465587,0.0012,1.001,0.0566,1.040,0.0262,1.018,-0.0552,0.962
IV,465587,470593,-3.5136,0.088,-3.4775,0.090,-3.7655,0.074,-3.4489,0.092
IV,470593,475600,-0.1361,0.910,-0.1924,0.875,-0.1206,0.920,0.0598,1.042
IV,475600,480606,0.0766,1.055,0.0073,1.005,0.0814,1.058,-0.0370,0.975
IV,480606,485612,0.0483,1.034,-0.0236,0.984,0.0486,1.034,-0.0019,0.999
IV,485612,490619,0.0880,1.063,-0.0094,0.993,0.0910,1.065,0.0169,1.012
IV,490619,495625,-0.0077,0.995,-0.0788,0.947,0.0440,1.031,-0.0236,0.984
IV,495625,500631,0.0328,1.023,0.0287,1.020,0.0393,1.028,-0.0096,0.993
IV,500631,505638,0.0598,1.042,-0.0599,0.959,-0.1626,0.893,0.0343,1.024
IV,505638,510644,-0.2779,0.825,-0.3838,0.766,-0.3242,0.799,-0.0223,0.985
IV,510644,515650,0.4049,1.324,0.2181,1.163,0.2438,1.184,-0.0080,0.994
IV,515650,520656,0.3713,1.293,0.3052,1.236,0.2851,1.218,-0.1045,0.930
IV,520656,525663,-0.2603,0.835,-0.1832,0.881,-0.2503,0.841,0.0408,1.029
IV,525663,530669,0.0720,1.051,-0.0177,0.988,0.0638,1.045,-0.0978,0.934
IV,530669,535675,0.0265,1.019,-0.0272,0.981,0.0911,1.065,-0.0651,0.956
IV,535675,540682,0.1180,1.085,0.0467,1.033,0.2038,1.152,-0.0011,0.999
IV,540682,545688,-0.1861,0.879,-0.0890,0.940,-0.1296,0.914,-0.0856,0.942
IV,545688,550694,0.0041,1.003,-0.1237,0.918,-0.0175,0.988,-0.0116,0.992
IV,550694,555701,-0.1883,0.878,-0.2260,0.855,-0.2537,0.839,-0.0602,0.959
IV,555701,560707,-0.0185,0.987,-0.0896,0.940,0.0105,1.007,0.0683,1.048
IV,560707,565713,0.0233,1.016,-0.1026,0.931,-0.0095,0.993,0.0019,1.001
IV,565713,570720,-0.0058,0.996,-0.0129,0.991,-0.0506,0.966,0.0064,1.004
IV,570720,575726,-0.1327,0.912,-0.1609,0.894,-0.1056,0.929,-0.0043,0.997
IV,575726,580732,-0.0068,0.995,-0.1673,0.891,-0.0968,0.935,0.0043,1.003
IV,580732,585739,0.0091,1.006,-0.0936,0.937,-0.1305,0.914,0.0384,1.027
IV,585739,590745,0.2107,1.157,0.0323,1.023,0.0124,1.009,-0.0587,0.960
IV,590745,595751,-0.0265,0.982,-0.1216,0.919,-0.0896,0.940,0.0101,1.007
IV,595751,600758,-0.0396,0.973,-0.0715,0.952,-0.0846,0.943,0.0059,1.004
IV,600758,605764,0.2708,1.206,0.1377,1.100,0.1213,1.088,0.0564,1.040
IV,605764,610770,-0.0911,0.939,-0.1746,0.886,-0.1670,0.891,-0.0406,0.972
IV,610770,615776,-0.1174,0.922,-0.1867,0.879,-0.0397,0.973,-0.0583,0.960
IV,615776,620783,-0.0984,0.934,-0.0509,0.965,-0.1097,0.927,0.0012,1.001
IV,620783,625789,0.0881,1.063,0.0340,1.024,0.0348,1.024,-0.0152,0.989
IV,625789,630795,-0.1593,0.895,-0.1932,0.875,-0.1723,0.887,0.0189,1.013
IV,630795,635802,0.0012,1.001,-0.0082,0.994,0.0121,1.008,0.0187,1.013
IV,635802,640808,-0.1454,0.904,-0.2613,0.834,-0.2216,0.858,-0.1313,0.913
IV,640808,645814,-0.0431,0.971,-0.0695,0.953,-0.0627,0.957,0.1442,1.105
IV,645814,650821,0.6918,1.615,0.6320,1.550,0.6980,1.622,0.2729,1.208
IV,650821,655827,-0.0331,0.977,-0.0402,0.973,-0.1475,0.903,0.0258,1.018
IV,655827,660833,0.0164,1.011,-0.0232,0.984,-0.0494,0.966,-0.0286,0.980
IV,660833,665840,0.0241,1.017,-0.0082,0.994,-0.0081,0.994,0.0496,1.035
IV,665840,670846,0.0050,1.003,-0.0072,0.995,-0.1189,0.921,-0.0135,0.991
IV,670846,675852,-0.0703,0.952,-0.0856,0.942,-0.0399,0.973,-0.0165,0.989
IV,675852,680859,0.0337,1.024,-0.0601,0.959,-0.0488,0.967,-0.0806,0.946
IV,680859,685865,-0.0338,0.977,-0.0619,0.958,-0.0554,0.962,-0.0218,0.985
IV,685865,690871,0.2019,1.150,0.1197,1.086,0.1536,1.112,-0.0332,0.977
IV,690871,695878,0.0182,1.013,0.0194,1.014,-0.0514,0.965,0.0259,1.018
IV,695878,700884,-0.0033,0.998,-0.0040,0.997,-0.0020,0.999,-0.0424,0.971
IV,700884,705890,0.1523,1.111,0.0927,1.066,0.0667,1.047,-0.0280,0.981
IV,705890,710897,0.1819,1.134,0.1033,1.074,0.1690,1.124,-0.0631,0.957
IV,710897,715903,-0.0303,0.979,-0.0088,0.994,-0.1281,0.915,-0.1388,0.908
IV,715903,720909,0.0389,1.027,-0.0178,0.988,-0.0059,0.996,0.0030,1.002
IV,720909,725915,-1.9034,0.267,-1.8028,0.287,-1.9860,0.252,-1.2877,0.410
IV,725915,730922,-0.6512,0.637,-0.6170,0.652,-0.6530,0.636,-0.5954,0.662
IV,730922,735928,-0.2365,0.849,-0.1757,0.885,-0.2194,0.859,-0.0361,0.975
IV,735928,740934,-0.0542,0.963,-0.0651,0.956,-0.1477,0.903,0.0222,1.015
IV,740934,745941,0.1340,1.097,-0.0358,0.976,0.0218,1.015,0.1075,1.077
IV,745941,750947,0.1149,1.083,-0.0595,0.960,0.0462,1.033,-0.0376,0.974
IV,750947,755953,-0.0594,0.960,-0.1335,0.912,-0.1096,0.927,-0.0515,0.965
IV,755953,760960,0.3329,1.260,0.1246,1.090,0.3078,1.238,0.0140,1.010
IV,760960,765966,0.0943,1.068,-0.0253,0.983,0.0258,1.018,0.0061,1.004
IV,765966,770972,-0.2723,0.828,-0.2995,0.813,-0.2571,0.837,-0.0105,0.993
IV,770972,775979,-0.0012,0.999,-0.0673,0.954,-0.1087,0.927,-0.0628,0.957
IV,775979,780985,0.1374,1.100,0.0807,1.058,0.0667,1.047,0.0172,1.012
IV,780985,785991,-0.0818,0.945,-0.0775,0.948,-0.0748,0.950,-0.0079,0.995
IV,785991,790998,0.0846,1.060,-0.0301,0.979,-0.0078,0.995,0.0422,1.030
IV,790998,796004,-0.0993,0.933,-0.1292,0.914,-0.0489,0.967,-0.0104,0.993
IV,796004,801010,0.0578,1.041,-0.1241,0.918,0.0923,1.066,0.0532,1.038
IV,801010,806017,0.2876,1.221,0.1295,1.094,0.1978,1.147,0.1042,1.075
IV,806017,811023,0.0653,1.046,-0.0040,0.997,0.0570,1.040,0.0198,1.014
IV,811023,816029,0.0228,1.016,-0.0737,0.950,-0.0158,0.989,-0.0093,0.994
IV,816029,821035,0.0903,1.065,0.0430,1.030,0.0629,1.045,0.0006,1.000
IV,821035,826042,-0.0308,0.979,-0.0109,0.992,0.0072,1.005,-0.0452,0.969
IV,826042,831048,0.0027,1.002,0.0715,1.051,-0.0020,0.999,0.0061,1.004
IV,831048,836054,-0.3730,0.772,-0.3252,0.798,-0.3056,0.809,-0.0505,0.966
IV,836054,841061,-0.0164,0.989,-0.0692,0.953,-0.0091,0.994,-0.0978,0.934
IV,841061,846067,-0.0995,0.933,-0.1017,0.932,-0.0976,0.935,-0.0867,0.942
IV,846067,851073,0.0385,1.027,0.0128,1.009,-0.0272,0.981,-0.0137,0.991
IV,851073,856080,-0.1255,0.917,-0.1908,0.876,-0.2183,0.860,0.0632,1.045
IV,856080,861086,0.0981,1.070,0.0166,1.012,0.0700,1.050,-0.0053,0.996
IV,861086,866092,-0.2353,0.849,-0.2312,0.852,-0.2020,0.869,-0.0165,0.989
IV,866092,871099,-0.0566,0.962,-0.0487,0.967,-0.0075,0.995,-0.0274,0.981
IV,871099,876105,0.4118,1.330,0.2951,1.227,0.3660,1.289,-0.0050,0.997
IV,876105,881111,0.6108,1.527,0.4632,1.379,0.5477,1.462,0.1381,1.100
IV,881111,886118,0.5356,1.450,0.4441,1.360,0.5363,1.450,0.1566,1.115
IV,886118,891124,-0.0294,0.980,-0.0378,0.974,0.0992,1.071,-0.1170,0.922
IV,891124,896130,-0.3107,0.806,-0.3008,0.812,-0.2826,0.822,-0.0812,0.945
IV,896130,901137,0.0598,1.042,-0.0019,0.999,0.0482,1.034,-0.0096,0.993
IV,901137,906143,-0.1598,0.895,-0.1345,0.911,-0.0735,0.950,0.0539,1.038
IV,906143,911149,0.1538,1.113,0.0192,1.013,0.1173,1.085,0.0285,1.020
IV,911149,916156,-0.1310,0.913,-0.2348,0.850,-0.1367,0.910,0.0627,1.044
IV,916156,921162,-0.4232,0.746,-0.3837,0.766,-0.3193,0.801,-0.0315,0.978
IV,921162,926168,-0.2659,0.832,-0.1636,0.893,-0.1463,0.904,-0.0667,0.955
IV,926168,931174,-0.1206,0.920,-0.1214,0.919,-0.0565,0.962,-0.0615,0.958
IV,931174,936181,0.0345,1.024,-0.0409,0.972,0.0504,1.036,-0.0434,0.970
IV,936181,941187,-0.0382,0.974,-0.1049,0.930,0.0142,1.010,-0.0143,0.990
IV,941187,946193,0.0771,1.055,0.0352,1.025,0.0652,1.046,0.0439,1.031
IV,946193,951200,-0.0163,0.989,-0.0724,0.951,-0.0387,0.974,0.0485,1.034
IV,951200,956206,0.0534,1.038,-0.0040,0.997,0.0242,1.017,0.0812,1.058
IV,956206,961212,-0.0187,0.987,-0.0037,0.997,-0.0438,0.970,0.0478,1.034
IV,961212,966219,0.0949,1.068,0.0340,1.024,-0.0611,0.959,0.0626,1.044
IV,966219,971225,0.0184,1.013,-0.1377,0.909,-0.0870,0.941,-0.0531,0.964
IV,971225,976231,0.0144,1.010,-0.0671,0.955,-0.0847,0.943,0.0549,1.039
IV,976231,981238,0.0993,1.071,0.0197,1.014,-0.0386,0.974,-0.0182,0.987
IV,981238,986244,0.5098,1.424,0.3590,1.283,0.4062,1.325,-0.0445,0.970
IV,986244,991250,0.7731,1.709,0.7084,1.634,0.7556,1.688,0.4166,1.335
IV,991250,996257,0.1326,1.096,0.1614,1.118,0.1143,1.082,0.1343,1.098
IV,996257,1001263,0.0647,1.046,0.0485,1.034,0.0853,1.061,-0.0815,0.945
IV,1001263,1006269,0.0964,1.069,0.1130,1.081,0.1524,1.111,-0.0791,0.947
IV,1006269,1011276,-0.0780,0.947,-0.0986,0.934,-0.0666,0.955,0.0018,1.001
IV,1011276,1016282,-0.1223,0.919,-0.1216,0.919,-0.0930,0.938,-0.0211,0.985
IV,1016282,1021288,-0.0394,0.973,-0.0116,0.992,-0.1019,0.932,-0.0425,0.971
IV,1021288,1026294,0.1568,1.115,0.0826,1.059,0.0814,1.058,0.0538,1.038
IV,1026294,1031301,0.1864,1.138,0.1347,1.098,0.1869,1.138,0.0029,1.002
IV,1031301,1036307,-0.0272,0.981,-0.0761,0.949,0.0398,1.028,-0.0183,0.987
IV,1036307,1041313,0.1113,1.080,0.0486,1.034,0.0651,1.046,-0.0206,0.986
IV,1041313,1046320,0.0267,1.019,-0.0494,0.966,-0.0528,0.964,-0.0537,0.963
IV,1046320,1051326,-0.0626,0.958,-0.1017,0.932,-0.0377,0.974,0.0386,1.027
IV,1051326,1056332,-0.0657,0.955,-0.0734,0.950,-0.1523,0.900,0.0196,1.014
IV,1056332,1061339,-0.0377,0.974,-0.0995,0.933,-0.0257,0.982,-0.0178,0.988
IV,1061339,1066345,0.2163,1.162,0.1316,1.095,0.2215,1.166,-0.0199,0.986
IV,1066345,1071351,-0.0654,0.956,-0.0477,0.968,-0.0671,0.955,-0.0863,0.942
IV,1071351,1076358,0.0509,1.036,-0.0522,0.964,0.0038,1.003,0.0292,1.020
IV,1076358,1081364,-0.1128,0.925,-0.1611,0.894,-0.2241,0.856,-0.0467,0.968
IV,1081364,1086370,-0.0873,0.941,-0.1590,0.896,-0.0645,0.956,-0.0396,0.973
IV,1086370,1091377,0.0273,1.019,0.0283,1.020,-0.0050,0.997,-0.0232,0.984
IV,1091377,1096383,-0.0242,0.983,-0.0281,0.981,-0.1345,0.911,0.0122,1.009
IV,1096383,1101389,0.7981,1.739,0.6861,1.609,0.7473,1.679,0.3269,1.254
IV,1101389,1106396,-0.1852,0.880,-0.1773,0.884,-0.2433,0.845,-0.0855,0.942
IV,1106396,1111402,-0.0829,0.944,-0.1098,0.927,-0.0518,0.965,-0.1094,0.927
IV,1111402,1116408,0.1335,1.097,0.1184,1.086,0.0705,1.050,-0.0072,0.995
IV,1116408,1121415,-0.0089,0.994,-0.0391,0.973,0.0454,1.032,-0.0393,0.973
IV,1121415,1126421,0.0636,1.045,0.0130,1.009,0.0195,1.014,0.1228,1.089
IV,1126421,1131427,0.1493,1.109,0.1577,1.115,0.2455,1.186,0.0362,1.025
IV,1131427,1136433,0.0577,1.041,0.0335,1.023,0.0878,1.063,0.0167,1.012
IV,1136433,1141440,-0.1163,0.923,-0.0915,0.939,-0.0020,0.999,0.0358,1.025
IV,1141440,1146446,0.1228,1.089,0.1826,1.135,0.1830,1.135,-0.0028,0.998
IV,1146446,1151452,-0.0167,0.988,-0.0287,0.980,-0.0113,0.992,-0.0807,0.946
IV,1151452,1156459,-0.1609,0.894,-0.2150,0.862,-0.0489,0.967,-0.0090,0.994
IV,1156459,1161465,-0.1651,0.892,-0.1367,0.910,-0.0541,0.963,-0.1148,0.924
IV,1161465,1166471,-0.1278,0.915,-0.1007,0.933,-0.0632,0.957,0.0045,1.003
IV,1166471,1171478,-0.0050,0.997,-0.0409,0.972,-0.0045,0.997,-0.0166,0.989
IV,1171478,1176484,0.1853,1.137,0.1524,1.111,0.1297,1.094,-0.0414,0.972
IV,1176484,1181490,0.0533,1.038,0.0322,1.023,0.1236,1.089,0.0327,1.023
IV,1181490,1186497,0.0826,1.059,0.0237,1.017,0.0798,1.057,0.0548,1.039
IV,1186497,1191503,-0.1369,0.909,-0.1595,0.895,-0.0232,0.984,-0.0585,0.960
IV,1191503,1196509,-0.1275,0.915,-0.1150,0.923,-0.1325,0.912,-0.0233,0.984
IV,1196509,1201516,0.0658,1.047,0.0117,1.008,0.0040,1.003,0.0522,1.037
IV,1201516,1206522,-0.2140,0.862,-0.2489,0.842,-0.1888,0.877,0.0608,1.043
IV,1206522,1211528,0.7998,1.741,0.6798,1.602,0.7409,1.671,0.4352,1.352
IV,1211528,1216535,0.1827,1.135,0.1968,1.146,0.1586,1.116,0.0316,1.022
IV,1216535,1221541,0.0872,1.062,0.0330,1.023,0.0400,1.028,-0.1242,0.918
IV,1221541,1226547,-0.1068,0.929,-0.1147,0.924,-0.0720,0.951,-0.0362,0.975
IV,1226547,1231553,0.0012,1.001,-0.0031,0.998,0.0406,1.029,0.0166,1.012
IV,1231553,1236560,-0.0096,0.993,-0.0475,0.968,-0.0515,0.965,-0.0238,0.984
IV,1236560,1241566,-0.2342,0.850,-0.3044,0.810,-0.3891,0.764,-0.0145,0.990
IV,1241566,1246572,-0.3483,0.785,-0.2542,0.838,-0.2250,0.856,0.0773,1.055
IV,1246572,1251579,0.0672,1.048,0.0915,1.065,0.0900,1.064,0.0218,1.015
IV,1251579,1256585,-0.1628,0.893,-0.0412,0.972,-0.1504,0.901,-0.0163,0.989
IV,1256585,1261591,-0.0414,0.972,-0.0441,0.970,-0.1143,0.924,0.0535,1.038
IV,1261591,1266598,0.0350,1.025,0.0634,1.045,0.0437,1.031,0.0119,1.008
IV,1266598,1271604,-0.0198,0.986,0.0610,1.043,-0.0588,0.960,0.0112,1.008
IV,1271604,1276610,-0.2223,0.857,-0.1753,0.886,-0.1636,0.893,-0.1170,0.922
IV,1276610,1281617,-1.1762,0.443,-1.0459,0.484,-1.1636,0.446,-0.8511,0.554
IV,1281617,1286623,-1.0504,0.483,-0.8810,0.543,-1.0672,0.477,-0.8725,0.546
IV,1286623,1291629,0.0564,1.040,0.0551,1.039,0.0820,1.058,0.0153,1.011
IV,1291629,1296636,0.1343,1.098,0.1388,1.101,0.0722,1.051,-0.0358,0.975
IV,1296636,1301642,0.0573,1.041,0.0244,1.017,0.0324,1.023,-0.0754,0.949
IV,1301642,1306648,-0.3463,0.787,-0.1915,0.876,-0.3474,0.786,-0.0401,0.973
IV,1306648,1311655,0.1545,1.113,0.1864,1.138,0.1889,1.140,-0.0083,0.994
IV,1311655,1316661,0.0392,1.028,0.1053,1.076,0.0993,1.071,0.0894,1.064
IV,1316661,1321667,0.0389,1.027,0.0009,1.001,0.0183,1.013,-0.1187,0.921
IV,1321667,1326674,0.1961,1.146,0.1151,1.083,0.1853,1.137,0.0012,1.001
IV,1326674,1331680,-0.0594,0.960,0.0510,1.036,-0.0387,0.974,0.0746,1.053
IV,1331680,1336686,-0.1023,0.932,0.0036,1.002,-0.0104,0.993,-0.0146,0.990
IV,1336686,1341692,0.0234,1.016,-0.0197,0.986,-0.0937,0.937,0.0454,1.032
IV,1341692,1346699,-0.0341,0.977,0.0157,1.011,-0.0121,0.992,0.0126,1.009
IV,1346699,1351705,-0.0079,0.995,0.0467,1.033,-0.0621,0.958,-0.0702,0.953
IV,1351705,1356711,-0.2120,0.863,-0.1585,0.896,-0.2894,0.818,-0.0245,0.983
IV,1356711,1361718,-0.0674,0.954,-0.0147,0.990,-0.0020,0.999,-0.0467,0.968
IV,1361718,1366724,-0.1090,0.927,0.0070,1.005,-0.0658,0.955,-0.0911,0.939
IV,1366724,1371730,-0.0881,0.941,0.0422,1.030,-0.0855,0.942,0.0548,1.039
IV,1371730,1376737,0.1423,1.104,0.1285,1.093,0.1337,1.097,0.0629,1.045
IV,1376737,1381743,-0.1355,0.910,-0.0244,0.983,0.0400,1.028,0.0840,1.060
IV,1381743,1386749,0.0562,1.040,0.1636,1.120,0.0731,1.052,-0.0334,0.977
IV,1386749,1391756,-0.1940,0.874,-0.1006,0.933,-0.1076,0.928,-0.0378,0.974
IV,1391756,1396762,0.0012,1.001,0.0609,1.043,0.0524,1.037,-0.0071,0.995
IV,1396762,1401768,0.1561,1.114,0.2137,1.160,0.1731,1.127,0.0006,1.000
IV,1401768,1406775,-0.1121,0.925,-0.1125,0.925,-0.0978,0.934,0.0000,1.000
IV,1406775,1411781,-0.1736,0.887,0.0154,1.011,-0.0216,0.985,-0.0300,0.979
IV,1411781,1416787,0.0172,1.012,0.0379,1.027,-0.0020,0.999,-0.0573,0.961
IV,1416787,1421794,-0.0510,0.965,0.0632,1.045,0.0114,1.008,-0.0432,0.970
IV,1421794,1426800,-0.0972,0.935,-0.0508,0.965,-0.1586,0.896,-0.0058,0.996
IV,1426800,1431806,-0.0572,0.961,0.0337,1.024,-0.0251,0.983,0.0028,1.002
IV,1431806,1436812,-0.0618,0.958,-0.0026,0.998,-0.0882,0.941,-0.0379,0.974
IV,1436812,1441819,-0.0657,0.956,-0.0385,0.974,-0.0657,0.955,0.0108,1.008
IV,1441819,1446825,0.0668,1.047,0.0317,1.022,0.0522,1.037,0.0557,1.039
IV,1446825,1451831,-0.1465,0.903,-0.0040,0.997,-0.2607,0.835,-0.0133,0.991
IV,1451831,1456838,0.0192,1.013,-0.0422,0.971,-0.0450,0.969,0.0589,1.042
IV,1456838,1461844,0.0919,1.066,0.0731,1.052,-0.0636,0.957,-0.0383,0.974
IV,1461844,1466850,-0.0333,0.977,-0.0318,0.978,-0.1124,0.925,0.0005,1.000
IV,1466850,1471857,-0.0275,0.981,0.0018,1.001,-0.0262,0.982,-0.0664,0.955
IV,1471857,1476863,0.1495,1.109,0.0235,1.016,0.0159,1.011,-0.0112,0.992
IV,1476863,1481869,-0.1329,0.912,-0.1357,0.910,-0.1951,0.873,0.0048,1.003
IV,1481869,1486876,-0.0084,0.994,0.0336,1.024,-0.0622,0.958,0.0168,1.012
IV,1486876,1491882,-0.2109,0.864,-0.2576,0.836,-0.2763,0.826,0.0181,1.013
IV,1491882,1496888,0.2482,1.188,0.0319,1.022,0.0161,1.011,0.0440,1.031
IV,1496888,1501895,-0.0689,0.953,-0.1555,0.898,-0.1379,0.909,-0.0266,0.982
IV,1501895,1506901,0.2210,1.166,0.0025,1.002,0.0351,1.025,-0.0142,0.990
IV,1506901,1511907,0.1094,1.079,-0.1199,0.920,0.0326,1.023,-0.0124,0.991
IV,1511907,1516914,0.5367,1.451,0.2426,1.183,0.3182,1.247,0.0614,1.044
IV,1516914,1521920,0.3660,1.289,0.0776,1.055,0.2064,1.154,0.0242,1.017
IV,1521920,1526926,0.7643,1.699,0.5289,1.443,0.3670,1.290,0.3273,1.255
IV,1526926,1531933,0.8580,1.813,0.8913,1.855,0.7969,1.737,0.8274,1.774
IX,0,4998,0.2144,1.160,0.2396,1.181,0.0705,1.050,0.0320,1.022
IX,4998,9997,0.3926,1.313,0.2476,1.187,0.0537,1.038,0.1127,1.081
IX,9997,14996,0.3774,1.299,0.1591,1.117,0.0975,1.070,0.0145,1.010
IX,14996,19994,0.2114,1.158,0.0194,1.014,-0.0149,0.990,0.0047,1.003
IX,19994,24993,0.2892,1.222,-0.0071,0.995,-0.0020,0.999,-0.2229,0.857
IX,24993,29992,0.2353,1.177,-0.0244,0.983,0.1207,1.087,0.0688,1.049
IX,29992,34991,0.2811,1.215,0.0248,1.017,-0.0379,0.974,-0.0233,0.984
IX,34991,39989,0.0880,1.063,-0.0608,0.959,0.0482,1.034,0.0159,1.011
IX,39989,44988,-0.2523,0.840,-0.4106,0.752,-0.4413,0.736,-0.0608,0.959
IX,44988,49987,0.1906,1.141,0.0415,1.029,-0.0020,0.999,-0.0391,0.973
IX,49987,54986,0.0138,1.010,-0.0679,0.954,-0.0307,0.979,-0.1786,0.884
IX,54986,59984,0.0797,1.057,0.0308,1.022,-0.0562,0.962,-0.0170,0.988
IX,59984,64983,-0.1132,0.925,-0.1946,0.874,-0.1306,0.913,-0.0311,0.979
IX,64983,69982,-0.1890,0.877,-0.2831,0.822,-0.1861,0.879,-0.0451,0.969
IX,69982,74980,0.0473,1.033,-0.0446,0.970,0.0006,1.000,-0.0432,0.970
IX,74980,79979,0.1076,1.077,-0.0030,0.998,-0.0403,0.972,-0.0603,0.959
IX,79979,84978,-0.0842,0.943,-0.0733,0.950,-0.0731,0.951,-0.0363,0.975
IX,84978,89977,0.0800,1.057,-0.0228,0.984,-0.0343,0.977,-0.0182,0.987
IX,89977,94975,-0.0078,0.995,-0.0539,0.963,-0.0647,0.956,0.0007,1.000
IX,94975,99974,-0.0462,0.968,-0.0498,0.966,-0.1389,0.908,-0.0122,0.992
IX,99974,104973,0.1075,1.077,0.0519,1.037,0.0344,1.024,0.0291,1.020
IX,104973,109972,0.0595,1.042,0.1324,1.096,0.1226,1.089,-0.0599,0.959
IX,109972,114970,-0.1686,0.890,-0.0681,0.954,-0.1166,0.922,0.0271,1.019
IX,114970,119969,-0.1008,0.933,-0.0059,0.996,-0.0509,0.965,0.1312,1.095
IX,119969,124968,-0.0979,0.934,-0.0429,0.971,-0.0020,0.999,0.0054,1.004
IX,124968,129966,-0.1118,0.925,-0.0404,0.972,-0.0847,0.943,0.0060,1.004
IX,129966,134965,-0.1471,0.903,-0.0824,0.944,-0.1782,0.884,-0.0247,0.983
IX,134965,139964,-0.4076,0.754,-0.2731,0.828,-0.2896,0.818,-0.1159,0.923
IX,139964,144963,-0.0720,0.951,0.0066,1.005,-0.0321,0.978,0.0201,1.014
IX,144963,149961,-0.3013,0.812,-0.2396,0.847,-0.2071,0.866,0.0287,1.020
IX,149961,154960,-0.1621,0.894,-0.0745,0.950,-0.1001,0.933,-0.0352,0.976
IX,154960,159959,0.0012,1.001,-0.0040,0.997,-0.0251,0.983,-0.0123,0.992
IX,159959,164958,-0.0084,0.994,-0.0283,0.981,-0.0405,0.972,-0.1100,0.927
IX,164958,169956,-0.1807,0.882,-0.0559,0.962,-0.1028,0.931,-0.0555,0.962
IX,169956,174955,0.2269,1.170,0.2169,1.162,0.2212,1.166,-0.0330,0.977
IX,174955,179954,-0.3173,0.803,-0.1758,0.885,-0.2006,0.870,-0.0707,0.952
IX,179954,184952,0.0012,1.001,0.0702,1.050,0.0389,1.027,0.0351,1.025
IX,184952,189951,0.0017,1.001,0.0775,1.055,0.0819,1.058,0.0077,1.005
IX,189951,194950,0.0607,1.043,0.1237,1.089,0.1325,1.096,0.0126,1.009
IX,194950,199949,0.0934,1.067,0.1686,1.124,0.1164,1.084,-0.0050,0.997
IX,199949,204947,-0.0840,0.943,0.0129,1.009,0.0276,1.019,0.0291,1.020
IX,204947,209946,0.2171,1.162,0.2239,1.168,0.2590,1.197,0.0022,1.002
IX,209946,214945,-0.1204,0.920,-0.0515,0.965,-0.0370,0.975,0.0186,1.013
IX,214945,219944,-0.0552,0.962,-0.0230,0.984,0.0101,1.007,0.0002,1.000
IX,219944,224942,0.1173,1.085,0.1149,1.083,0.2381,1.179,-0.0025,0.998
